STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,FLOW_TYPE,Flow type,OBS_STATUS,Observation status
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2022,,292087.054077,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2023,,288884.052624,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2023,,64390.227854,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,240,Gross ODA,USD,US dollar,Q,Constant prices,2023,,104589.443287,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2022,,78272.491099,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,240,Gross ODA,USD,US dollar,Q,Constant prices,2022,,111252.633424,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2007,,68379.846555,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,240,Gross ODA,USD,US dollar,Q,Constant prices,2007,,90574.944186,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2005,,89223.152825,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,240,Gross ODA,USD,US dollar,Q,Constant prices,2005,,109187.459045,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2008,,77782.973836,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,240,Gross ODA,USD,US dollar,Q,Constant prices,2006,,80134.412092,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,240,Gross ODA,USD,US dollar,Q,Constant prices,2006,,102103.338572,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2005,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2005,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2002,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2002,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2004,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2004,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2003,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2003,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2001,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2008,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2011,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2010,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2009,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2010,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2011,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2008,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2009,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2002,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2002,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2004,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2004,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2003,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2003,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2001,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2005,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,286,ODA as percent of recipient GNI,USD,US dollar,Q,Constant prices,2005,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2003,,8289.755172,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2003,,8289.755172,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2003,,3180.776291,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2004,,2314.482274,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2004,,4848.3214,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2004,,4848.3214,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2005,,13477.390722,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2005,,13477.390722,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2005,,2949.830401,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2001,,3525.295526,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2001,,2561.438222,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2002,,2293.585199,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2002,,5924.61665,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU,DAC EU countries,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2002,,5924.61665,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2020,,4214.786453,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2021,,3225.282096,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2022,,2258.773559,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2023,,2440.448347,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2020,,1046.681228,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2020,,1046.681228,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2021,,533.37284,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2021,,533.37284,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2022,,149.496508,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2022,,149.496508,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2023,,32.202239,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2023,,32.202239,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2008,,9085.812932,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2009,,2992.526018,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2010,,4757.782052,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2011,,4413.29605,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,213,Development food aid,USD,US dollar,Q,Constant prices,2021,,1711.472441,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,213,Development food aid,USD,US dollar,Q,Constant prices,2021,,1711.472441,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,213,Development food aid,USD,US dollar,Q,Constant prices,2022,,1412.108994,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,213,Development food aid,USD,US dollar,Q,Constant prices,2022,,1412.108994,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,DPGC,Developing countries,213,Development food aid,USD,US dollar,Q,Constant prices,2023,,818.985424,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,G7,G7,ALLR,All recipients,213,Development food aid,USD,US dollar,Q,Constant prices,2023,,818.985424,,2023,,6,Millions,D,Disbursements,A,Normal value
